"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
7610,0.725645739819857,2.30089443776603,-5.32997618300917,4.007682804682,-1.73041059025206,-1.73219256822244,-3.96859261813707,1.06372815344105,-0.486096552344833,-4.62498495406596,5.5887239146762,-7.14824263637845,1.68045074096412,-6.21025774661028,0.495282117814298,-3.5995402092184,-4.83032424210571,-0.649090120211694,2.2501232487881,0.504646226103286,0.589669127323198,0.109541319229913,0.601045276521079,-0.364700278220039,-1.84307769215194,0.351909298434892,0.594549978086464,0.0993722360416487,1,"1"
7612,-3.99591565918742,4.04093414454276,-0.674145647445769,0.864310499052651,-1.22364989196012,0.584401651099432,-2.21806597214296,-2.4459814348892,1.471721308666,0.850144272209157,-0.504359061151648,-1.42729696604617,3.09330023733279,2.164596425267,0.485083976278947,0.364066826429585,1.02566849193129,0.719312895626379,0.493406565819113,-0.330730398482815,3.56365317379306,-1.57730543397959,0.635167823359859,-0.603992494256266,0.268878167209979,-0.332022439079449,0.4652347304911,0.019190506437885,2,"0"
7622,1.37538902429059,-0.4462397302933,0.640138556243753,-0.243382476926826,-1.0100141385697,-0.758611978184652,-0.604961785984549,-0.272041696573855,0.785929485048087,0.104747088545077,0.416298299235414,-2.64899351517349,2.04359557130092,0.898346826730072,-1.26451039354179,0.531754144824845,1.39218756608245,-1.53786013653741,0.729870372810375,0.0481883188302965,-0.161066843774962,-0.131447575444502,-0.0349040485891212,0.374535595282553,0.542535090890923,-0.285712258160681,-0.0126360749142807,0.00962714042074999,21,"0"
7622,0.848585842644891,-0.861163724516009,1.06702744870294,0.609395303745493,-1.32925289643699,-0.276028793515065,-0.507897119173924,-0.0636794269055884,2.4995203456412,-0.90468675909581,0.121447710477972,-2.03329294822979,1.44084976879617,0.963307592843858,-0.993787149482925,-0.114992749062329,0.894614049520034,-0.301862199101672,0.203190279247405,0.251358822496128,-0.272046149346063,-0.715726450894163,-0.0720462834256652,0.415387795366469,0.0366780320346211,0.884027763364019,-0.0975861868700128,0.0405296410100452,197.84,"0"
7624,-0.629713614847727,0.642004705014877,2.01677568043414,1.88479583588877,0.455616778528932,0.183248177001446,-0.0341304627411277,0.0791120357701927,1.10040250560551,-0.238293339394418,-0.644523793933889,-2.27342865425233,2.47728304796443,0.683995541332639,-1.88711250744759,0.846953527480289,-0.250246286123321,0.24609772358822,-1.47466407089034,-0.252812859804371,-0.0626116887381859,0.221859856552357,0.298524914473203,-0.183382142648711,-1.09264761166502,-0.410668434459093,0.113993679038666,0.252718582245767,0,"0"
7625,-0.552320919850984,0.0643878830713452,2.36478760307459,-0.51245241705826,-1.30588258330757,-0.21618029056457,0.162397049398952,0.00316084068947819,1.55359708185338,-1.18009351168853,0.429502897157646,-2.83860954288072,1.67206452794382,1.1042099621648,0.765005918465418,0.813359082332435,0.183731360420627,0.715722991307061,-0.365462977392498,0.296558756343051,0.193409863819906,0.549736541432314,0.208272411956422,0.394261487855877,-0.44763726952696,1.4101090318137,-0.0822629703481028,0.0601874475315283,149.7,"0"
7627,-1.18781472406512,1.78007516666791,0.994666602178547,2.94667613513237,0.46281127002872,-0.0551694225668486,0.813744711332149,0.0275222124624004,-0.817472196730602,0.215565818556361,0.0144554812030004,-2.65769603592716,2.66059418090615,1.99440637620346,0.213296369891042,-0.20701824066115,0.828265026985142,0.239971540688531,0.976233930247119,-0.0856083892078728,-0.099545815546516,-0.0491017273616337,-0.0977617615165484,-0.137554934731093,0.571826945372104,0.33379515469123,-0.297989171724812,-0.0250149048012592,53.73,"0"
7628,0.852395423673391,-0.930783526671397,0.85549859728919,-0.00407519454465324,-1.05528799277148,0.0246746050477314,-0.623307200937277,-0.109197221030526,2.03950630793892,-0.745919242470629,0.0702345047952348,-2.05960191415217,3.2045371758982,0.938632975902842,0.919390314662132,1.10310055905737,-0.195862808315387,0.647283770851609,-0.262942832595085,0.50799769582559,0.130575597295505,0.198057908415363,-0.296714126491391,-0.358057098988895,0.0287639071771118,1.4780169540884,-0.121175190136957,0.0446088874727258,239.7,"0"
7637,1.44045458894665,-0.72255509708448,-0.956865348058273,-1.42251884847528,1.4893639580136,3.48990248790948,-1.21670608622393,0.74885053210558,0.708789256413799,0.17804128694076,0.581316193466986,-3.01351609893032,1.63809829212783,1.10955926588843,-1.03824273345585,0.874308425415687,0.912615101111116,-1.04989351799945,1.10649867154982,0.138721712593573,-0.221543827068012,-0.462842723492776,-0.0620524380937559,0.969809693735135,0.691687234143223,-0.268287726402491,-0.0116426807275283,0.00111064738652778,15.9,"0"
7638,0.868624826808193,-1.02538915650643,2.05268625787355,0.909000166527686,-1.88430137844071,0.681710961315218,-1.42308527560597,0.369039341085773,3.083057444103,-0.828906386200092,1.44491712477887,-1.04674909872463,1.36310065910007,0.368219216701327,-2.77821238247283,-0.182941944554976,0.971071649004785,0.463816456839374,0.434865247547163,0.0891222880316142,0.0103201669463165,0.509784693963773,-0.167700285039074,0.615963301534788,0.166078869394097,1.17239171367924,-0.0317332986470738,0.0251517026149299,119.43,"0"
7646,-0.830594357928894,0.648581931217584,2.35156400165544,1.06490200107774,0.223728975226294,0.497287933668554,0.372607479445955,0.164042404339957,1.2351782288524,-0.347766004583554,1.86546650477014,-2.67343963825356,-0.418460031371779,1.67441624189694,-0.865798645439761,-0.779194636245186,0.989763694028372,0.240539714056477,0.65042234885226,0.173472925631282,-0.373104125883818,-0.57810438111888,-0.115672856420663,-0.103982405225125,0.192595390062724,-0.443456368408624,0.135548562130967,-0.0975850944821037,36.26,"0"
7651,0.306825197660883,0.052301433336239,0.951054927226175,-0.337060136369963,-0.60781545610313,-0.321063029302636,-0.141296923065289,-0.132934076864473,0.531432700055321,0.129831741407686,-0.433911686227499,-3.84186258054974,0.784513432799713,1.14155075385358,-0.935144972014496,0.263587045680479,1.57883284695021,-0.892256543837481,1.94366501084498,0.11776496338463,-0.00624332071264272,0.30710118270334,0.132966929296657,-0.174155862247304,-1.14392856034108,-0.340982569055103,0.238863014728983,0.231628784110193,33,"0"
7654,1.29427648922215,-0.601232734655842,0.712000404866178,-0.29234311885664,-1.15078735067931,-0.569078295423851,-0.75455915290478,-0.0850398810409331,0.660182300668059,0.296674764324736,2.12861698965565,-2.41713232175988,0.939685247407969,1.30602268748519,-1.87014192699676,0.71678724154603,1.27193913607984,-0.985318444883934,0.945691242976921,0.0139656332440009,-0.100080371902281,-0.0686583256311262,-0.0209922262725405,0.498224937940752,0.447566333033967,-0.31374092759159,-0.0249000136832569,0.00148063747479895,33,"0"
7657,-2.1047918790138,-1.70035663657269,2.4446811351553,-0.500963452124146,1.90456623699663,-1.10388863421201,-0.243059509861157,-0.97003791104327,2.20469834236098,0.491798340919974,2.24456494790959,-2.17210742212681,1.93110553927755,0.385314625359836,-0.31503558683892,0.786113613939291,-0.873447608815044,0.79167955932647,-0.432741805768919,-0.568108062358047,-0.275232857163602,0.626029677856679,-0.795249924986961,0.112903851482337,-0.711994750539243,0.742631492921845,-0.760976951919095,-0.529885015661113,69,"0"
7657,1.29442805450177,-0.58625896097455,0.716297906464429,-0.294351583536008,-1.13234127526039,-0.564160731385149,-0.740536233460064,-0.0967822658382039,0.628886308120661,0.290604094210785,2.16386518690599,-2.30720656614957,1.14637536535159,1.2648887909415,-1.89281937639175,0.707091828016399,1.26012795499567,-1.01067683874957,0.9442957562347,0.0272083756546848,-0.0977039368298498,-0.051730877246016,-0.0234731181911691,0.50388393425811,0.454559805172804,-0.314433560838392,-0.0235488299634537,0.00192454134671408,33,"0"
